OBJECTID,NAME,POP2010,POP10_SQMI,POP2012,POP12_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FIPS_I,FIPSST,FIPSCO,STPO,COUNTYNAME,CNTYDISP,CNTYSHORT,CNTYSORT,CNTYCATEGO,CNTYACTIVE,INDEPCITY,CNTYSTAND,SEATLAT,SEATLONG,NAD83UTM,NAD83STATE,NAD27STATE,STATENAME,CNTYSTARTD,CNTYENDD,LASTCHGD,NOTE,BOTTOM,TOP_,LEFT_,RIGHT_,OBJECTID_1,GlobalID,Shape_Length,Shape_Area,LAT,LONG
372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37007,37,007,NC,Anson,"Anson County, North Carolina","ANSON, NC",NC-Anson,County,Y,N,Y,34.96806,-80.07694,32119,32119,32019,North Carolina,,,2003-02-24, ,34.80656,35.21112,-80.32041,-79.84854,,{B65A1705-513B-4088-92FA-EBA3D4ECD699},1.729962516,0.137311516,34.97377207,-80.10268599
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37135,37,135,NC,Orange,"Orange County, North Carolina","ORANGE, NC",NC-Orange,County,Y,N,Y,36.07528,-79.1,32119,32119,32019,North Carolina,,,2003-02-24, ,35.86116,36.24387,-79.26459,-78.95079,,{724AEC20-174B-4C29-9785-B2CB3943A2E3},1.329372617,0.104007868,36.06119948,-79.12057912
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37137,37,137,NC,Pamlico,"Pamlico County, North Carolina","PAMLICO, NC",NC-Pamlico,County,Y,N,Y,35.14278,-76.77056,32119,32119,32019,North Carolina,,,2003-02-24, ,34.9646,35.33104,-76.98754,-76.46685,,{837E0EA5-2F3B-4DE6-A352-F535A130DEB8},6.708845845,0.087247791,35.12398511,-76.8823424
375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37107,37,107,NC,Lenoir,"Lenoir County, North Carolina","LENOIR, NC",NC-Lenoir,County,Y,N,Y,35.2625,-77.58194,32119,32119,32019,North Carolina,,,2003-02-24, ,35.00771,35.42689,-77.83425,-77.39079,,{1B03D0C3-812B-49CE-B2EB-45F6601FD893},1.65813726,0.103312815,35.23908894,-77.64133599
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37077,37,077,NC,Granville,"Granville County, North Carolina","GRANVILLE, NC",NC-Granville,County,Y,N,Y,36.31056,-78.59111,32119,32119,32019,North Carolina,,,2003-02-24, ,36.0218,36.54247,-78.80756,-78.45349,,{5CD8394F-44F6-4883-B6C8-D353C77F45CF},1.704564785,0.139420706,36.30380782,-78.65302834
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37185,37,185,NC,Warren,"Warren County, North Carolina","WARREN, NC",NC-Warren,County,Y,N,Y,36.39833,-78.15556,32119,32119,32019,North Carolina,,,2003-02-24, ,36.20268,36.54466,-78.32391,-77.89795,,{E1D1A971-2482-4CEF-AA66-3CEAE6671E64},1.526439386,0.115455695,36.39653443,-78.10688751
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37121,37,121,NC,Mitchell,"Mitchell County, North Carolina","MITCHELL, NC",NC-Mitchell,County,Y,N,Y,36.01556,-82.15889,32119,32119,32019,North Carolina,,,2003-02-24, ,35.82389,36.15911,-82.41667,-81.97901,,{D2DB3D3B-49F3-472E-B917-4D6F9A2B99D2},1.69047367,0.057504036,36.01323578,-82.16334308
379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37063,37,063,NC,Durham,"Durham County, North Carolina","DURHAM, NC",NC-Durham,County,Y,N,Y,35.99389,-78.89889,32119,32119,32019,North Carolina,,,2003-02-24, ,35.86315,36.23916,-79.01623,-78.69907,,{06D8B6CB-CC02-403D-95DE-5C0E4863ED7D},1.292774607,0.077147263,36.03588826,-78.87632732
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37145,37,145,NC,Person,"Person County, North Carolina","PERSON, NC",NC-Person,County,Y,N,Y,36.39361,-78.98306,32119,32119,32019,North Carolina,,,2003-02-24, ,36.23594,36.54215,-79.15373,-78.79482,,{7DC04B76-0580-48DA-BE05-EE1F86236DCB},1.29983198,0.105122601,36.3900552,-78.97171619
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37115,37,115,NC,Madison,"Madison County, North Carolina","MADISON, NC",NC-Madison,County,Y,N,Y,35.79722,-82.68417,32119,32119,32019,North Carolina,,,2003-02-24, ,35.67816,36.0659,-82.96284,-82.40873,,{052F1AFD-CF07-4F96-95A8-5B0DF19800C0},2.042065714,0.116650851,35.85806973,-82.70583855
382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37071,37,071,NC,Gaston,"Gaston County, North Carolina","GASTON, NC",NC-Gaston,County,Y,N,Y,35.26194,-81.1875,32119,32119,32019,North Carolina,,,2003-02-24, ,35.14842,35.41962,-81.4565,-80.92288,,{00E4816D-D94E-487A-952F-5E117A467B96},1.567942215,0.093445602,35.29434986,-81.18020694
383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37101,37,101,NC,Johnston,"Johnston County, North Carolina","JOHNSTON, NC",NC-Johnston,County,Y,N,Y,35.50833,-78.33972,32119,32119,32019,North Carolina,,,2003-02-24, ,35.25638,35.81761,-78.70863,-78.0646,,{9E2E612E-648F-4F8A-836B-612A42B0D2DE},2.036450625,0.204719951,35.51749762,-78.36570671
384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37025,37,025,NC,Cabarrus,"Cabarrus County, North Carolina","CABARRUS, NC",NC-Cabarrus,County,Y,N,Y,35.40861,-80.57972,32119,32119,32019,North Carolina,,,2003-02-24, ,35.18543,35.50715,-80.78678,-80.29539,,{9ECA9A35-A8F1-4E26-AD51-F21C9047D7E4},1.359372423,0.093641233,35.38687578,-80.55205374
385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37155,37,155,NC,Robeson,"Robeson County, North Carolina","ROBESON, NC",NC-Robeson,County,Y,N,Y,34.61806,-79.00889,32119,32119,32019,North Carolina,,,2003-02-24, ,34.29924,34.95364,-79.46175,-78.80514,,{06516DA0-B45A-44D9-80CE-4EF23CC81FF5},2.448970482,0.242160623,34.63994957,-79.10354209
386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37109,37,109,NC,Lincoln,"Lincoln County, North Carolina","LINCOLN, NC",NC-Lincoln,County,Y,N,Y,35.47361,-81.25472,32119,32119,32019,North Carolina,,,2003-02-24, ,35.40083,35.56881,-81.53762,-80.94147,,{DE4F57DE-DE08-4594-A79A-75D68AA364D8},1.465788875,0.078985328,35.48625417,-81.22382848
387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37027,37,027,NC,Caldwell,"Caldwell County, North Carolina","CALDWELL, NC",NC-Caldwell,County,Y,N,Y,35.91389,-81.53917,32119,32119,32019,North Carolina,,,2003-02-24, ,35.75704,36.12248,-81.81152,-81.32838,,{B0D8891F-3D36-4D3A-B93C-D2A2DBE3B204},1.676717325,0.122719853,35.95292296,-81.5464476
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37041,37,041,NC,Chowan,"Chowan County, North Carolina","CHOWAN, NC",NC-Chowan,County,Y,N,Y,36.04472,-76.61389,32119,32119,32019,North Carolina,,,2003-02-24, ,36.006,36.35134,-76.72229,-76.40857,,{21C48720-3066-4418-875D-A439A05251F6},1.537707692,0.044840191,36.15057376,-76.60798402
389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37021,37,021,NC,Buncombe,"Buncombe County, North Carolina","BUNCOMBE, NC",NC-Buncombe,County,Y,N,Y,35.60083,-82.55417,32119,32119,32019,North Carolina,,,2003-02-24, ,35.41657,35.8241,-82.8881,-82.16902,,{A57EBF4A-D20F-42BA-BDDF-448549BD9A41},2.451483441,0.170079696,35.61121278,-82.53012509
390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37057,37,057,NC,Davidson,"Davidson County, North Carolina","DAVIDSON, NC",NC-Davidson,County,Y,N,Y,35.82389,-80.25361,32119,32119,32019,North Carolina,,,2003-02-24, ,35.50434,36.02673,-80.48785,-80.04316,,{FCDC8173-7493-4310-9AAF-E28408D6BD79},1.943520465,0.146416418,35.79311779,-80.21263353
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37069,37,069,NC,Franklin,"Franklin County, North Carolina","FRANKLIN, NC",NC-Franklin,County,Y,N,Y,36.09889,-78.30139,32119,32119,32019,North Carolina,,,2003-02-24, ,35.81761,36.2661,-78.5465,-78.00654,,{455AC88C-56D3-48BB-9AC9-35B3E0D92EF0},1.731677763,0.128149705,36.08273294,-78.2856595
392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37147,37,147,NC,Pitt,"Pitt County, North Carolina","PITT, NC",NC-Pitt,County,Y,N,Y,35.6125,-77.36667,32119,32119,32019,North Carolina,,,2003-02-24, ,35.32799,35.8329,-77.7005,-77.08472,,{D2FFCFA2-9923-4706-B0DE-21109B8F2E3E},2.269518706,0.168673214,35.59341807,-77.37458254
393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37141,37,141,NC,Pender,"Pender County, North Carolina","PENDER, NC",NC-Pender,County,Y,N,Y,34.55194,-77.92639,32119,32119,32019,North Carolina,,,2003-02-24, ,34.29335,34.73228,-78.27223,-77.51802,,{F9811BE2-B587-4561-BC7B-BD72DAE9854F},4.671980347,0.222632823,34.52549828,-77.90732073
394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37179,37,179,NC,Union,"Union County, North Carolina","UNION, NC",NC-Union,County,Y,N,Y,34.98528,-80.54972,32119,32119,32019,North Carolina,,,2003-02-24, ,34.814,35.20841,-80.84028,-80.27721,,{43EE3A3A-2B60-4221-BF55-B139C4146AC9},1.792554032,0.163545329,34.98834601,-80.53079467
395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37113,37,113,NC,Macon,"Macon County, North Carolina","MACON, NC",NC-Macon,County,Y,N,Y,35.18222,-83.38167,32119,32119,32019,North Carolina,,,2003-02-24, ,34.99329,35.331,-83.73818,-83.10842,,{4E80ED48-91B2-4DC6-94F7-12A5FB142831},2.039112388,0.133148895,35.15036495,-83.42198624
396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37061,37,061,NC,Duplin,"Duplin County, North Carolina","DUPLIN, NC",NC-Duplin,County,Y,N,Y,34.96222,-77.9625,32119,32119,32019,North Carolina,,,2003-02-24, ,34.70937,35.1939,-78.20046,-77.65105,,{6E612E09-B085-46AA-A273-FD119D601E30},2.063107606,0.209972134,34.93615617,-77.93287982
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37087,37,087,NC,Haywood,"Haywood County, North Carolina","HAYWOOD, NC",NC-Haywood,County,Y,N,Y,35.48861,-82.98889,32119,32119,32019,North Carolina,,,2003-02-24, ,35.29157,35.79105,-83.25755,-82.74511,,{496A063B-91EC-4C72-8A73-9120A2EA13AE},2.045866444,0.142797706,35.55592594,-82.98207738
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37067,37,067,NC,Forsyth,"Forsyth County, North Carolina","FORSYTH, NC",NC-Forsyth,County,Y,N,Y,36.09972,-80.24444,32119,32119,32019,North Carolina,,,2003-02-24, ,35.9734,36.26156,-80.51642,-80.03554,,{7091B567-8F69-49DB-9AB1-C480D875D8E1},1.536098195,0.107014152,36.13047533,-80.25638902
399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37009,37,009,NC,Ashe,"Ashe County, North Carolina","ASHE, NC",NC-Ashe,County,Y,N,Y,36.42028,-81.47361,32119,32119,32019,North Carolina,,,2003-02-24, ,36.2402,36.58812,-81.74185,-81.24412,,{7975A28C-D7C8-45ED-A133-A94F740AAE88},1.654924507,0.111738059,36.43411724,-81.50030862
400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37117,37,117,NC,Martin,"Martin County, North Carolina","MARTIN, NC",NC-Martin,County,Y,N,Y,35.85444,-77.05583,32119,32119,32019,North Carolina,,,2003-02-24, ,35.65849,36.07494,-77.40912,-76.76084,,{4A5EB9F8-2922-45B5-A0B5-D6D6AABA1323},2.287757646,0.119230388,35.84160048,-77.10686152
401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37089,37,089,NC,Henderson,"Henderson County, North Carolina","HENDERSON, NC",NC-Henderson,County,Y,N,Y,35.31861,-82.46111,32119,32119,32019,North Carolina,,,2003-02-24, ,35.14443,35.50012,-82.74521,-82.26124,,{3646FE39-4506-4EF3-A7F5-FDF214482AF0},1.798487829,0.096350922,35.33625514,-82.47992423
402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37049,37,049,NC,Craven,"Craven County, North Carolina","CRAVEN, NC",NC-Craven,County,Y,N,Y,35.10833,-77.04444,32119,32119,32019,North Carolina,,,2003-02-24, ,34.80276,35.41896,-77.4738,-76.65798,,{94F8EDFD-58A1-4238-BA4E-17D14231F621},6.115796284,0.18448673,35.12550232,-77.09624112
403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37197,37,197,NC,Yadkin,"Yadkin County, North Carolina","YADKIN, NC",NC-Yadkin,County,Y,N,Y,36.13444,-80.65972,32119,32119,32019,North Carolina,,,2003-02-24, ,36.04646,36.28769,-80.88218,-80.43192,,{35F74E0F-54AD-4BE9-A261-83B5979F4FB6},1.410458374,0.087549977,36.16054457,-80.66535763
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37023,37,023,NC,Burke,"Burke County, North Carolina","BURKE, NC",NC-Burke,County,Y,N,Y,35.74528,-81.685,32119,32119,32019,North Carolina,,,2003-02-24, ,35.55824,36.00013,-81.98703,-81.36406,,{45E54E90-24FB-4AA9-A1CF-61815659083C},1.974010775,0.132930952,35.74947701,-81.70452855
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37191,37,191,NC,Wayne,"Wayne County, North Carolina","WAYNE, NC",NC-Wayne,County,Y,N,Y,35.38472,-77.99306,32119,32119,32019,North Carolina,,,2003-02-24, ,35.14632,35.59777,-78.30466,-77.80018,,{4B6277C9-4A85-43B1-800F-142CCB58A505},1.750282614,0.143023764,35.36368887,-78.00420463
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37059,37,059,NC,Davie,"Davie County, North Carolina","DAVIE, NC",NC-Davie,County,Y,N,Y,35.89389,-80.56167,32119,32119,32019,North Carolina,,,2003-02-24, ,35.74281,36.06276,-80.70788,-80.36526,,{CF2246F8-5194-4602-8DF2-2207F3BAEACF},1.455414387,0.069019988,35.92912674,-80.54444494
407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37111,37,111,NC,McDowell,"McDowell County, North Carolina","MCDOWELL, NC",NC-McDowell,County,Y,N,Y,35.68389,-82.00944,32119,32119,32019,North Carolina,,,2003-02-24, ,35.518,35.95945,-82.2948,-81.82418,,{9627BA40-D21E-44C8-8BA4-00DF53B6A61A},1.807202717,0.115005664,35.68117721,-82.04873013
408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37103,37,103,NC,Jones,"Jones County, North Carolina","JONES, NC",NC-Jones,County,Y,N,Y,35.06694,-77.35306,32119,32119,32019,North Carolina,,,2003-02-24, ,34.78005,35.24264,-77.73047,-77.04957,,{62752980-AA86-468A-B178-F57C28D40154},2.22433755,0.121050133,35.0217014,-77.35508567
409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37127,37,127,NC,Nash,"Nash County, North Carolina","NASH, NC",NC-Nash,County,Y,N,Y,35.97444,-77.96583,32119,32119,32019,North Carolina,,,2003-02-24, ,35.72783,36.20268,-78.2569,-77.69792,,{8CEE0E29-E91C-4672-BDC5-C43D0D9F4317},1.866522186,0.140457218,35.96712452,-77.9866798
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37123,37,123,NC,Montgomery,"Montgomery County, North Carolina","MONTGOMERY, NC",NC-Montgomery,County,Y,N,Y,35.35833,-79.89472,32119,32119,32019,North Carolina,,,2003-02-24, ,35.1371,35.51151,-80.18268,-79.61429,,{74B87B5C-48EA-4260-91EC-853CCA2CF2DF},1.834280443,0.128843541,35.33238642,-79.90540811
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37181,37,181,NC,Vance,"Vance County, North Carolina","VANCE, NC",NC-Vance,County,Y,N,Y,36.32944,-78.39944,32119,32119,32019,North Carolina,,,2003-02-24, ,36.16366,36.54381,-78.5113,-78.27747,,{3CB1BF2D-A7C1-4D86-B0DB-A36ACB4081A1},1.145353099,0.070172184,36.36465254,-78.4083492
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37175,37,175,NC,Transylvania,"Transylvania County, North Carolina","TRANSYLVANIA, NC",NC-Transylvania,County,Y,N,Y,35.23333,-82.73444,32119,32119,32019,North Carolina,,,2003-02-24, ,35.02752,35.42292,-83.05677,-82.57491,,{F8FC09BC-CD95-4A6C-A5E8-909D3352D5CA},1.650896497,0.097548433,35.20210266,-82.79839856
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37171,37,171,NC,Surry,"Surry County, North Carolina","SURRY, NC",NC-Surry,County,Y,N,Y,36.39556,-80.72278,32119,32119,32019,North Carolina,,,2003-02-24, ,36.23638,36.56235,-80.97608,-80.4401,,{38300094-1EB6-4B78-80E8-EFA34F59C184},1.783260325,0.139564653,36.41466878,-80.68747004
414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37031,37,031,NC,Carteret,"Carteret County, North Carolina","CARTERET, NC",NC-Carteret,County,Y,N,Y,34.71806,-76.66417,32119,32119,32019,North Carolina,,,2003-02-24, ,34.58127,35.10627,-77.16764,-76.01862,,{65B27C0F-F4DD-47CA-ABDB-2D568BC451CD},16.07212195,0.131545589,34.83053501,-76.67058705
415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37005,37,005,NC,Alleghany,"Alleghany County, North Carolina","ALLEGHANY, NC",NC-Alleghany,County,Y,N,Y,36.50528,-81.12111,32119,32119,32019,North Carolina,,,2003-02-24, ,36.36337,36.57503,-81.35516,-80.90173,,{9D7B6A85-7741-4684-8A6E-C17082B118C9},1.368128855,0.061617655,36.49135317,-81.12716859
416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37129,37,129,NC,New Hanover,"New Hanover County, North Carolina","NEW HANOVER, NC",NC-New Hanover,County,Y,N,Y,34.22556,-77.945,32119,32119,32019,North Carolina,,,2003-02-24, ,33.92856,34.38936,-78.02992,-77.71671,,{1FA135B0-4919-488B-BD04-18E5C9E608AF},3.990955063,0.051509025,34.24277281,-77.88398732
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37033,37,033,NC,Caswell,"Caswell County, North Carolina","CASWELL, NC",NC-Caswell,County,Y,N,Y,36.40389,-79.33639,32119,32119,32019,North Carolina,,,2003-02-24, ,36.24212,36.54174,-79.53197,-79.13794,,{D3A2AAB8-94FA-4EFA-AB78-027457F27A84},1.345088207,0.111409568,36.39330223,-79.33359914
